sys.exec.out.time {s},rkt.newton.lonx {degree},rkt.newton.latx {degree},rkt.newton.alt {m},rkt.newton._psivdx {degree},rkt.newton._thtvdx {degree},rkt.newton._dvbi {m/s},rkt.newton._SBII[0] {m},rkt.newton._SBII[1] {m},rkt.newton._SBII[2] {m},rkt.newton._VBII[0] {m/s},rkt.newton._VBII[1] {m/s},rkt.newton._VBII[2] {m/s},rkt.kinematics.alphax {degree},rkt.kinematics.betax {degree},rkt.env.rho {kg/m3},rkt.env.vmach {--},rkt.env.pdynmc {pa},rkt.propulsion.vmass {kg},rkt.propulsion.fmassr {kg},rkt.propulsion.thrust {N}
               396.7,   131.7925480878783,   22.07382381049606,   429135.6104479991,    92.8147739010993,    10.7534018067768,   4955.829381257264,  -4340245.429048225,   4581666.822858663,   2543414.804692219,  -4133.869546732229,   -2730.98396006491,   114.4291772268276,  0.1190981314042415,0.0007848905474716711,                   0,    16.4301936671831,                   0,                3961,-0.01481499974124745,                   0
               396.8,   131.7965599069134,   22.07363975845796,    429219.610877594,   92.81658374871454,   10.74716648969511,   4955.683213675308,  -4340658.788510376,   4581393.695442352,   2543426.231545518,  -4133.319690938237,  -2731.564356944624,   114.1078905035662,  0.1203008251485436,0.004452644869142138,                   0,   16.42960916164297,                   0,                3961,-0.01481499974124745,                   0
               396.9,   131.8005716052422,   22.07345559347563,   429303.5601705005,    92.8183935384875,   10.74093073447005,   4955.537134232659,  -4341072.092985351,   4581120.509989154,   2543437.626270668,  -4132.769803168441,   -2732.14469770558,   113.7866142268161,  0.1215056129578342,0.001507086853054092,                   0,   16.42902500536984,                   0,                3961,-0.01481499974124745,                   0
                 397,   131.8045831829289,   22.07327131555627,   429387.4583275476,    92.8202032704277,   10.73469454132147,   4955.391142928945,  -4341485.342469946,   4580847.266504682,   2543448.988868712,  -4132.219883420276,  -2732.724982357138,    113.465348392924,  0.1227158254745155,-0.001450535464332002,                   0,   16.42844119836816,                   0,                3961,-0.01481499974124745,                   0
               397.1,   131.8085946400376,   22.07308692470709,   429471.3053495809,   92.82201294454465,   10.72845791046932,   4955.245239763801,  -4341898.536960972,   4580573.964994558,   2543460.319340697,  -4131.669931691178,  -2733.305210908659,   113.1440929982372,  0.1173129632142121,0.003025113476683572,                   0,   16.42785774064238,                   0,                3961,-0.01481499974124745,                   0
               397.2,   131.8126059766327,   22.07290242093532,   429555.1012374181,   92.82382256084793,   10.72222084213372,   4955.099424736868,  -4342311.676455223,    4580300.60546438,   2543471.617687663,  -4131.119947978585,  -2733.885383369501,   112.8228480391035,  0.1185145300774266,6.469793617033541e-05,                   0,   16.42727463219698,                   0,                3961,-0.01481499974124745,                   0
               397.3,   131.8166171927781,   22.07271780424817,   429638.8459918862,   92.82563211934699,   10.71598333653474,   4954.953697847784,  -4342724.760949503,   4580027.187919755,   2543482.883910653,  -4130.569932279926,  -2734.465499749021,   112.5016135118715,  0.1197189108715526,0.003724677659342548,                   0,    16.4266918730364,                   0,                3961,-0.01481499974124745,                   0
               397.4,   131.8206282885382,   22.07253307465282,   429722.5396138262,   92.82744162005136,   10.70974539389249,   4954.808059096184,  -4343137.790440612,   4579753.712366297,   2543494.118010712,  -4130.019884592627,  -2735.045560056574,   112.1803894128897,  0.1209253849904431,0.0007814696791476753,                   0,   16.42610946316513,                   0,                3961,-0.01481499974124745,                   0
               397.5,   131.8246392639771,   22.07234823215653,   429806.1821040623,   92.82925106297057,   10.70350701442727,   4954.662508481708,  -4343550.764925354,    4579480.17880961,   2543505.319988888,  -4129.469804914116,  -2735.625564301505,   111.8591757385079,  0.1221372828176353,-0.002163678309480768,                   0,    16.4255274025876,                   0,                3961,-0.01481499974124745,                   0
               397.6,   131.8286501191589,   22.07216327676637,   429889.7734634262,   92.83106044811409,   10.69726819835934,   4954.517046003987,  -4343963.684400529,   4579206.587255306,   2543516.489846212,  -4128.919693241811,  -2736.205512493158,   111.5379724850759,  0.1233514270559157,0.002334086379233923,                   0,   16.42494569130827,                   0,                3961,-0.01481499974124745,                   0
               397.7,   131.8326608541477,    22.0719782084896,    429973.313692742,   92.83286977549143,    10.6910289459091,   4954.371671662682,  -4344376.548862929,   4578932.937708987,   2543527.627583732,  -4128.369549573154,  -2736.785404640882,   111.2167796489442,  0.1245617072014328,-0.0006008842445063498,                   0,   16.42436432933165,                   0,                3961,-0.01481499974124745,                   0
               397.8,   131.8366714690079,   22.07179302733337,   430056.8027928406,   92.83467904511218,   10.68478925729719,   4954.226385457423,  -4344789.358309369,    4578659.23017625,    2543538.73320249,  -4127.819373905556,  -2737.365240754009,   110.8955972264638,  0.1183299260702901,0.003081364279499932,                   0,   16.42378331666217,                   0,                3961,-0.01481499974124745,                   0
               397.9,   131.8406819638033,   22.07160773330486,   430140.2407645546,   92.83648825698576,   10.67854913274399,   4954.081187387853,  -4345202.112736645,   4578385.464662707,   2543549.806703527,  -4127.269166236435,   -2737.94502084188,   110.5744252139864,  0.1195380816120242,0.0001511371036961828,                   0,    16.4232026533043,                   0,                3961,-0.01481499974124745,                   0
                 398,   131.8446923385983,   22.07142232641121,   430223.6276087044,    92.8382974111217,   10.67230857247015,   4953.936077453615,  -4345614.812141556,   4578111.641173956,   2543560.848087884,  -4126.718926563208,  -2738.524744913826,   110.2532636078641,  0.1207516601840302,-0.002791154385301241,                   0,   16.42262233926251,                   0,                3961,-0.01481499974124745,                   0
               398.1,    131.848702593457,   22.07123680665958,   430306.9633261105,   92.84010650752953,    10.6660675766964,   4953.791055654351,  -4346027.456520897,   4577837.759715592,   2543571.857356598,  -4126.168654883286,  -2739.104412979176,   109.9321124044493,  0.1219674844061487,0.001699342159310359,                   0,   16.42204237454126,                   0,                3961,-0.01481499974124745,                   0
               398.2,   131.8527127284434,   22.07105117405712,   430390.2479176065,   92.84191554621864,   10.65982614564336,    4953.64612198971,  -4346440.045871468,   4577563.820293224,   2543582.834510711,  -4125.618351194088,   -2739.68402504726,   109.6109716000955,  0.1231794442036877,-0.00125302058089018,                   0,   16.42146275914502,                   0,                3961,-0.01481499974124745,                   0
               398.3,   131.8567227436216,   22.07086542861097,   430473.4813840147,   92.84372452719859,   10.65358427953187,   4953.501276459327,  -4346852.580190069,   4577289.822912452,   2543593.779551263,  -4125.068015493011,  -2740.263581127396,   109.2898411911562,  0.1177718636057274,0.002405371456777149,                   0,   16.42088349307823,                   0,                3961,-0.01481499974124745,                   0
               398.4,   131.8607326390557,   22.07067957032825,   430556.6637261566,   92.84553345047891,   10.64734197858297,   4953.356519062861,    -4347265.0594735,   4577015.767578865,   2543604.692479292,  -4124.517647777482,  -2740.843081228906,   108.9687211739858,  0.1189746675571781,-0.0005427543595728405,                   0,    16.4203045763454,                   0,                3961,-0.01481499974124745,                   0
               398.5,   131.8647424148097,    22.0704935992161,   430639.7949448647,   92.84734231606899,   10.64109924301745,    4953.21184979996,  -4347677.483718553,   4576741.654298075,    2543615.57329584,  -4123.967248044902,   -2741.42252536111,    108.647611544939,  0.1201867474048351,0.003945003446164505,                   0,   16.41972600895099,                   0,                3961,-0.01481499974124745,                   0
               398.6,    131.868752070948,   22.07030751528166,   430722.8750409558,   92.84915112397846,   10.63485607305659,   4953.067268670265,  -4348089.852922039,   4576467.483075662,   2543626.422001944,  -4123.416816292671,  -2742.001913533316,   108.3265123003711,  0.1213949614102064,0.001000024930467954,                   0,   16.41914779089947,                   0,                3961,-0.01481499974124745,                   0
               398.7,   131.8727616075343,   22.07012131853201,    430805.904015257,   92.85095987421668,   10.62861246892131,   4952.922775673426,  -4348502.167080745,   4576193.253917232,   2543637.238598645,  -4122.866352518195,  -2742.581245754836,   108.0054234366379,  0.1225989571769028,0.004675440639932945,                   0,   16.41856992219528,                   0,                3961,-0.01481499974124745,                   0
               398.8,   131.8767710246329,    22.0699350089743,   430888.8818685832,   92.85276856679319,   10.62236843083281,   4952.778370809093,  -4348914.426191467,   4575918.966828374,   2543648.023086977,  -4122.315856718868,  -2743.160522034979,   107.6843449500958,  0.1238050437194277,0.001747669191648536,                   0,   16.41799240284293,                   0,                3961,-0.01481499974124745,                   0
               398.9,   131.8807803223078,   22.06974858661558,    430971.808601764,   92.85457720171746,   10.61612395901248,   4952.634054076914,  -4349326.630251013,   4575644.621814684,   2543658.775467979,  -4121.765328892094,  -2743.739742383046,   107.3632768371017,  0.1175787076914277,-0.001185219895465574,                   0,   16.41741523284686,                   0,                3961,-0.01481499974124745,                   0
                 399,    131.884789500623,   22.06956205146297,    431054.684215622,     92.856385778999,   10.60987905368154,   4952.489825476545,  -4349738.779256175,   4575370.218881757,   2543669.495742689,  -4121.214769035267,   -2744.31890680834,    107.042219094013,  0.1187924602463252, 0.00331551763193516,                   0,   16.41683841221156,                   0,                3961,-0.01481499974124745,                   0
               399.1,   131.8887985596426,   22.06937540352353,    431137.508710972,   92.85819429864721,   10.60363371506136,   4952.345685007631,  -4350150.873203746,   4575095.758035182,   2543680.183912142,  -4120.664177145775,  -2744.898015320157,   106.7211717171878,  0.1200023464382898,0.0003733948437162331,                   0,   16.41626194094148,                   0,                3961,-0.01481499974124745,                   0
               399.2,   131.8928074994305,   22.06918864280437,    431220.282088642,   92.86000276067159,   10.59738794337347,   4952.201632669827,   -4350562.91209053,   4574821.239280555,   2543690.839977378,  -4120.113553221014,  -2745.477067927794,   106.4001347029845,  0.1212080136328143,0.004041542847365564,                   0,   16.41568581904109,                   0,                3961,-0.01481499974124745,                   0
               399.3,   131.8968163200509,   22.06900176931253,   431303.0043494478,   92.86181116508163,   10.59114173883938,   4952.057668462783,  -4350974.895913321,   4574546.662623461,   2543701.463939428,   -4119.56289725837,  -2746.056064640537,    106.079108047762,  0.1224157712490284,0.001096378594900812,                   0,   16.41511004651488,                   0,                3961,-0.01481499974124745,                   0
               399.4,   131.9008250215678,   22.06881478305509,   431385.6754942117,   92.86361951188682,   10.58489510168082,   4951.913792386162,  -4351386.824668915,   4574272.028069491,   2543712.055799332,  -4119.012209255238,  -2746.635005467677,   105.7580917478801,  0.1236289498432636,-0.001860850044840295,                   0,   16.41453462336732,                   0,                3961,-0.01481499974124745,                   0
               399.5,   131.9048336040451,   22.06862768403914,   431468.2955237469,    92.8654278010966,   10.57864803211931,   4951.770004439612,  -4351798.698354105,    4573997.33562423,   2543722.615558126,  -4118.461489208998,  -2747.213890418501,   105.4370857996988,  0.1182290498029091, 0.00261519224381651,                   0,   16.41395954960288,                   0,                3961,-0.01481499974124745,                   0
               399.6,   131.9088420675468,   22.06844047227167,   431550.8644388774,   92.86723603272041,   10.57240053037671,   4951.626304622791,  -4352210.516965689,   4573722.585293272,   2543733.143216839,  -4117.910737117034,  -2747.792719502285,   105.1160901995788,  0.1194335752611383,-0.0003448298210277345,                   0,   16.41338482522604,                   0,                3961,-0.01481499974124745,                   0
               399.7,    131.912850412137,   22.06825314775979,   431633.3822404156,   92.86904420676773,   10.56615259667474,   4951.482692935348,  -4352622.280500459,   4573447.777082196,   2543743.638776511,  -4117.359952976717,  -2748.371492728312,   104.7951049438811,  0.1206409108142934,0.003315543094683809,                   0,   16.41281045024123,                   0,                3961,-0.01481499974124745,                   0
               399.8,   131.9168586378796,   22.06806571051051,   431715.8489291817,   92.87085232324806,    10.5599042312355,   4951.339169376954,  -4353033.988955215,   4573172.910996588,   2543754.102238174,  -4116.809136785446,  -2748.950210105856,   104.4741300289675,  0.1218503360413002,0.0003727283939651828,                   0,   16.41223642465301,                   0,                3961,-0.01481499974124745,                   0
               399.9,   131.9208667448387,   22.06787816053084,   431798.2645059908,   92.87266038217079,    10.5536554342808,   4951.195733947257,  -4353445.642326748,   4572897.987042035,   2543764.533602861,  -4116.258288540585,  -2749.528871644187,   104.1531654512002,  0.1230651812375958,-0.002572026401992913,                   0,   16.41166274846579,                   0,                3961,-0.01481499974124745,                   0
                 400,    131.924874733078,   22.06769049782782,   431880.6289716661,   92.87446838354542,   10.54740620603274,   4951.052386645922,  -4353857.240611855,   4572623.005224124,   2543774.932871608,  -4115.707408239513,  -2750.107477352575,   103.8322112069418,  0.1242822689807165,0.001926131153897597,                   0,   16.41108942168407,                   0,                3961,-0.01481499974124745,                   0
               400.1,   131.9288826026617,   22.06750272240848,    431962.942327017,   92.87627632738139,   10.54115654671343,   4950.909127472608,  -4354268.783807327,   4572347.965548435,   2543785.300045446,  -4115.156495879607,  -2750.686027240284,   103.5112672925558,  0.1180576450290915,-0.001011623250099444,                   0,   16.41051644431234,                   0,                3961,-0.01481499974124745,                   0
               400.2,   131.9328903536537,   22.06731483427983,   432045.2045728508,   92.87808421368818,   10.53490645654515,   4950.765956426969,  -4354680.271909959,   4572072.868020538,   2543795.635125407,  -4114.605551458229,  -2751.264521316577,   103.1903337044059,  0.1192666441169119, 0.00266173071171964,                   0,   16.40994381635505,                   0,                3961,-0.01481499974124745,                   0
               400.3,   131.9368979861179,   22.06712683344889,   432127.4157099975,   92.87989204247518,   10.52865593574996,   4950.622873508672,  -4355091.704916543,   4571797.712646034,   2543805.938112529,  -4114.054574972752,  -2751.842959590715,   102.8694104388564,  0.1204777323386916,-0.0002782280326791189,                   0,   16.40937153781668,                   0,                3961,-0.01481499974124745,                   0
               400.4,   131.9409055001183,   22.06693871992263,   432209.5757392654,   92.88169981375191,   10.52240498455042,   4950.479878717376,  -4355503.082823882,   4571522.499430486,   2543816.209007841,  -4113.503566420542,  -2752.421342071951,   102.5484974922722,  0.1216942399324506,-0.003230251172254542,                   0,   16.40879960870173,                   0,                3961,-0.01481499974124745,                   0
               400.5,   131.9449128957188,   22.06675049370805,   432291.6846614676,   92.88350752752773,   10.51615360316872,   4950.336972052748,  -4355914.405628758,   4571247.228379483,   2543826.447812372,  -4112.952525798964,  -2752.999668769545,   102.2275948610187,  0.1229129893785381,0.001250513394507358,                   0,   16.40822802901467,                   0,                3961,-0.01481499974124745,                   0
               400.6,   131.9489201729833,   22.06656215481216,   432373.7424774123,   92.88531518381212,   10.50990179182743,   4950.194153514442,  -4356325.673327966,   4570971.899498597,   2543836.654527157,  -4112.401453105374,  -2753.577939692736,   101.9067025414618,  0.1175130329294858,0.004904208007486476,                   0,   16.40765679875995,                   0,                3961,-0.01481499974124745,                   0
               400.7,   131.9529273319758,   22.06637370324191,   432455.7491879202,   92.88712278261454,   10.50364955074915,   4950.051423102131,  -4356736.885918305,   4570696.512793405,   2543846.829153225,   -4111.85034833714,  -2754.156154850779,   101.5858205299679,  0.1187234568991626,0.001951384529335495,                   0,   16.40708591794208,                   0,                3961,-0.01481499974124745,                   0
               400.8,     131.95693437276,   22.06618513900428,   432537.7047937997,   92.88893032394441,   10.49739688015645,   4949.908780815473,  -4357148.043396565,   4570421.068269484,   2543856.971691607,  -4111.299211491613,   -2754.73431425291,   101.2649488229041,  0.1199463295864251,-0.001003378856388016,                   0,   16.40651538656552,                   0,                3961,-0.01481499974124745,                   0
               400.9,   131.9609412954001,   22.06599646210623,   432619.6092958618,   92.89073780781121,   10.49114378027208,    4949.76622665414,  -4357559.145759537,   4570145.565932408,   2543867.082143332,   -4110.74804256616,  -2755.312417908372,   100.9440874166378,  0.1211714439313758,0.003484770967406435,                   0,   16.40594520463478,                   0,                3961,-0.01481499974124745,                   0
                 401,   131.9649480999598,   22.06580767255473,   432701.4626949206,   92.89254523422431,   10.48489025131873,   4949.623760617797,  -4357970.193004012,   4569870.005787755,   2543877.160509434,  -4110.196841558126,    -2755.8904658264,   100.6232363075371,  0.1223926887896883,0.0005401846936376335,                   0,   16.40537537215431,                   0,                3961,-0.01481499974124745,                   0
               401.1,    131.968954786503,   22.06561877035675,   432783.2649917854,   92.89435260319317,   10.47863629351921,    4949.48138270611,  -4358381.185126781,   4569594.387841096,   2543887.206790941,  -4109.645608464868,  -2756.468458016232,   100.3023954919705,  0.1236097115340321,0.004215992424193207,                   0,   16.40480588912861,                   0,                3961,-0.01481499974124745,                   0
               401.2,   131.9729613550936,    22.0654297555192,   432865.0161872609,   92.89615991472719,   10.47238190709649,   4949.339092918747,  -4358792.122124635,   4569318.712098005,   2543897.220988878,  -4109.094343283732,  -2757.046394487094,   99.98156496630713,  0.1173909774468915,0.001285435657605564,                   0,   16.40423675556215,                   0,                3961,-0.01481499974124745,                   0
               401.3,   131.9769678057955,   22.06524062804899,   432946.7162821637,   92.89796716883583,   10.46612709227346,   4949.196891255378,  -4359203.003994367,   4569042.978564053,   2543907.203104275,  -4108.543046012069,  -2757.624275248217,    99.6607447269166,  0.1186155051641897,-0.001656347771295289,                   0,   16.40366797145943,                   0,                3961,-0.01481499974124745,                   0
               401.4,   131.9809741386724,   22.06505138795312,   433028.3652773006,    92.8997743655285,   10.45987184927328,    4949.05477771567,  -4359613.830732769,   4568767.187244808,   2543917.153138164,   -4107.99171664722,  -2758.202100308821,   99.33993477016907,  0.1198422736769352,0.002834657351182206,                   0,    16.4030995368249,                   0,                3961,-0.01481499974124745,                   0
               401.5,   131.9849803537883,   22.06486203523847,   433109.9631734826,   92.90158150481462,   10.45361617831897,   4948.912752299299,   -4360024.60233663,   4568491.338145848,   2543927.071091572,  -4107.440355186535,   -2758.77986967813,   99.01913509243528,  0.1210651722683261,-0.0001171975925746659,                   0,   16.40253145166308,                   0,                3961,-0.01481499974124745,                   0
               401.6,    131.988986451207,   22.06467256991198,   433191.5099715116,    92.9033885867036,   10.44736007963374,   4948.770815005928,  -4360435.318802739,    4568215.43127273,   2543936.956965525,  -4106.888961627349,  -2759.357583365359,   98.69834569008617,  0.1222838480598832,0.003541218031461593,                   0,   16.40196371597843,                   0,                3961,-0.01481499974124745,                   0
               401.7,   131.9929924309924,   22.06448299198054,   433273.0056722024,   92.90519561120489,    10.4411035534409,   4948.628965835232,  -4360845.980127892,    4567939.46663103,   2543946.810761051,  -4106.337535967003,  -2759.935241379724,   98.37756655949376,  0.1235046106934566,0.0005863216155421696,                   0,   16.40139632977542,                   0,                3961,-0.01481499974124745,                   0
               401.8,   131.9969982932083,   22.06429330145111,   433354.4502763525,   92.90700257832786,   10.43484659996373,   4948.487204786887,  -4361256.586308868,   4567663.444226306,   2543956.632479178,  -4105.786078202837,  -2760.512843730436,   98.05679769703013,  0.1181154681177604,-0.002380154862456162,                   0,   16.40082929305857,                   0,                3961,-0.01481499974124745,                   0
               401.9,   132.0010040379184,   22.06410349833052,   433435.8437847774,   92.90880948808194,   10.42858921942559,   4948.345531860558,  -4361667.137342464,   4567387.364064136,   2543966.422120932,  -4105.234588332181,  -2761.090390426703,   97.73603909906809,  0.1193368577900217,0.002092951976301714,                   0,   16.40026260583233,                   0,                3961,-0.01481499974124745,                   0
                 402,   132.0050096651867,    22.0639135826257,   433517.1861982746,   92.91061634047657,   10.42233141205006,   4948.203947055926,   -4362077.63322547,   4567111.226150072,   2543976.179687338,  -4104.683066352371,  -2761.667881477731,   97.41529076198094,   0.120561407005275,-0.0008666775269342178,                   0,    16.3996962681012,                   0,                3961,-0.01481499974124745,                   0
               402.1,   132.0090151750769,   22.06372355434351,   433598.4775176607,   92.91242313552108,   10.41607317806053,    4948.06245037266,  -4362488.073954668,   4566835.030489695,   2543985.905179424,  -4104.131512260736,  -2762.245316892718,   97.09455268214263,  0.1217817323071257,0.002794087452046092,                   0,   16.39913027986965,                   0,                3961,-0.01481499974124745,                   0
               402.2,   132.0130205676527,   22.06353341349086,   433679.7177437311,   92.91422987322497,   10.40981451768079,   4947.921041810446,  -4362898.459526854,   4566558.777088554,   2543995.598598216,  -4103.579926054613,  -2762.822696680867,   96.77382485592742,  0.1230041436138399,-0.0001483349550173374,                   0,   16.39856464114219,                   0,                3961,-0.01481499974124745,                   0
               402.3,   132.0170258429781,    22.0633431600746,   433760.9068772933,   92.91603655359761,   10.40355543113442,   4947.779721368951,  -4363308.789938813,   4566282.465952217,   2544005.259944737,  -4103.028307731322,  -2763.400020851371,    96.4531072797102,  0.1242319711069209,-0.003092697451760206,                   0,   16.39799935192331,                   0,                3961,-0.01481499974124745,                   0
               402.4,   132.0210310011167,   22.06315279410161,     433842.04491915,   92.91784317664838,   10.39729591864522,   4947.638489047857,  -4363719.065187333,    4566006.09708624,   2544014.889220013,  -4102.476657288188,  -2763.977289413422,   96.13239994986633,  0.1180241932393307,0.001402675643419526,                   0,   16.39743441221747,                   0,                3961,-0.01481499974124745,                   0
               402.5,   132.0250360421325,   22.06296231557872,   433923.1318700993,   92.91964974238671,   10.39103598043708,   4947.497344846839,  -4364129.285269203,   4565729.670496183,   2544024.486425065,  -4101.924974722539,  -2764.554502376207,    95.8117028627718,  0.1192508728137661,0.005071332061862377,                   0,   16.39686982202917,                   0,                3961,-0.01481499974124745,                   0
               402.6,   132.0290409660891,   22.06277172451282,   434004.1677309535,   92.92145625082199,   10.38477561673377,   4947.356288765576,  -4364539.450181211,   4565453.186187612,   2544034.051560923,  -4101.373260031688,  -2765.131659748918,   95.49101601480294,  0.1204796373751859,0.002126675683397324,                   0,    16.3963055813629,                   0,                3961,-0.01481499974124745,                   0
               402.7,   132.0330457730502,   22.06258102091073,   434085.1525025135,   92.92326270196359,    10.3785148277593,   4947.215320803748,  -4364949.559920143,   4565176.644166087,   2544043.584628608,  -4100.821513212957,  -2765.708761540731,   95.17033940233682,  0.1217138176876838,-0.0008300451446741685,                   0,   16.39574169022314,                   0,                3961,-0.01481499974124745,                   0
               402.8,   132.0370504630796,   22.06239020477932,   434166.0861855745,   92.92506909582092,   10.37225361373772,   4947.074440961032,  -4365359.614482785,   4564900.044437158,   2544053.085629145,   -4100.26973426366,   -2766.28580776083,     94.849673021751,  0.1229502369430716,0.003646021705262857,                   0,   16.39517814861437,                   0,                3961,-0.01481499974124745,                   0
               402.9,   132.0410550362411,   22.06219927612538,   434246.9687809451,   92.92687543240338,   10.36599197489315,   4946.933649237114,  -4365769.613865928,   4564623.387006386,   2544062.554563555,  -4099.717923181117,   -2766.86279841839,    94.5290168694234,  0.1175674614450551,0.0006797131386331149,                   0,   16.39461495654109,                   0,                3961,-0.01481499974124745,                   0
                 403,   132.0450594925985,   22.06200823495575,   434327.8002894195,   92.92868171172034,    10.3597299114498,   4946.792945631672,  -4366179.558066354,   4564346.671879326,    2544071.99143286,  -4099.166079962636,  -2767.439733522581,   94.20837094173258,  0.1187887534859276,0.004330469760778554,                   0,   16.39405211400778,                   0,                3961,-0.01481499974124745,                   0
               403.1,   132.0490638322154,   22.06181708127726,   434408.5807117997,   92.93048793378122,   10.35346742363189,   4946.652330144391,  -4366589.447080852,    4564069.89906153,   2544081.396238084,   -4098.61420460553,  -2768.016613082577,   93.88773523505769,  0.1200191599357945,0.001378038500233153,                   0,   16.39348962101894,                   0,                3961,-0.01481499974124745,                   0
               403.2,   132.0530680551556,    22.0616258150967,   434489.3100488894,   92.93229409859539,    10.3472045116638,   4946.511802774953,  -4366999.280906209,   4563793.068558558,   2544090.768980248,  -4098.062297107108,  -2768.593437107542,   93.56710974577831,  0.1212549812057509,-0.001576332911612621,                   0,   16.39292747757906,                   0,                3961,-0.01481499974124745,                   0
               403.3,   132.0570721614826,   22.06143443642089,   434569.9883014848,   92.93410020617219,   10.34094117576984,   4946.371363523039,  -4367409.059539207,   4563516.180375961,   2544100.109660374,   -4097.51035746467,   -2769.17020560664,   93.24649447027446,  0.1224994140801145,0.002837457720768337,                   0,    16.3923656836926,                   0,                3961,-0.01481499974124745,                   0
               403.4,   132.0610761512604,   22.06124294525661,   434650.6154703805,   92.93590625652105,   10.33467741617452,   4946.231012388334,  -4367818.782976633,   4563239.234519287,    2544109.41827948,  -4096.958385675524,  -2769.746918589032,   92.92588940492695,   0.123749382122305,-0.0001200851116948558,                   0,   16.39180423936408,                   0,                3961,-0.01481499974124745,                   0
               403.5,   132.0650800245525,   22.06105134161068,    434731.191556382,   92.93771224965127,   10.32841323310227,    4946.09074937053,  -4368228.451215269,   4562962.230994096,   2544118.694838592,  -4096.406381736972,   -2770.32357606388,   92.60529454611689,   0.117566418201664,0.003535720981139787,                   0,   16.39124314459799,                   0,                3961,-0.01481499974124745,                   0
               403.6,   132.0690837814228,   22.06085962548987,   434811.7165602837,   92.93951818557234,   10.32214862677786,   4945.950574469308,  -4368638.064251909,   4562685.169805932,    2544127.93933873,  -4095.854345646314,  -2770.900178040333,   92.28470989022594,  0.1188198130174091,0.0005874772841958227,                   0,   16.39068239939881,                   0,                3961,-0.01481499974124745,                   0
               403.7,   132.0730874219348,   22.06066779690096,   434892.1904828763,   92.94132406429354,   10.31588359742588,   4945.810487684348,  -4369047.622083329,    4562408.05096034,    2544137.15178091,  -4095.302277400842,  -2771.476724527542,   91.96413543363637,  0.1200684971700984,-0.002362706616703733,                   0,     16.390122003771,                   0,                3961,-0.01481499974124745,                   0
               403.8,   132.0770909461521,   22.06047585585072,   434972.6133249598,   92.94312988582428,   10.30961814527109,    4945.67048901535,   -4369457.12470631,   4562130.874462873,   2544146.332166152,  -4094.750176997861,  -2772.053215534655,   91.64357117273086,   0.121315547800679,0.002130021828877649,                   0,   16.38956195771911,                   0,                3961,-0.01481499974124745,                   0
               403.9,   132.0810943541386,   22.06028380234594,   435052.9850873379,   92.94493565017393,   10.30335227053836,   4945.530578461995,  -4369866.572117651,    4561853.64031908,   2544155.480495483,   -4094.19804443466,  -2772.629651070818,    91.3230171038927,  0.1225671511255222,-0.0008099852283787176,                   0,   16.38900226124759,                   0,                3961,-0.01481499974124745,                   0
                 404,   132.0850976459578,   22.06009163639335,   435133.3057707967,   92.94674135735187,   10.29708597345253,    4945.39075602397,  -4370275.964314125,   4561576.348534503,   2544164.596769914,  -4093.645879708526,  -2773.206031145169,   91.00247322350565,  0.1172083429718684,0.002869900470796639,                   0,   16.38844291436093,                   0,                3961,-0.01481499974124745,                   0
               404.1,   132.0891008216734,   22.05989935799968,   435213.5753761381,    92.9485470073674,   10.29081925423855,   4945.251021700971,  -4370685.301292517,     4561298.9991147,   2544173.680990466,  -4093.093682816757,  -2773.782355766852,   90.68193952795393,  0.1184563410207376,-6.030106917911766e-05,                   0,   16.38788391706365,                   0,                3961,-0.01481499974124745,                   0
               404.2,   132.0931038813491,   22.05970696717172,   435293.7939041546,   92.95035260022996,   10.28455211312153,   4945.111375492686,  -4371094.583049617,     4561021.5920652,   2544182.733158158,  -4092.541453756636,  -2774.358624944998,    90.3614160136225,  0.1197066574276268,-0.00300256737214762,                   0,   16.38732526936022,                   0,                3961,-0.01481499974124745,                   0
               404.3,   132.0971068250484,   22.05951446391619,   435373.9613556322,   92.95215813594888,   10.27828455032651,   4944.971817398801,  -4371503.809582197,   4560744.127391553,   2544191.753274005,  -4091.989192525445,  -2774.934838688736,   90.04090267689658,  0.1209553391338832, 0.00148795523164391,                   0,   16.38676697125512,                   0,                3961,-0.01481499974124745,                   0
               404.4,   132.1011096528351,   22.05932184823981,   435454.0777313756,   92.95396361453351,   10.27201656607867,   4944.832347419015,  -4371912.980887048,   4560466.605099306,   2544200.741339029,  -4091.436899120474,    -2775.5109970072,   89.72039951416217,  0.1222080710928316,0.005150921814742045,                   0,   16.38620902275287,                   0,                3961,-0.01481499974124745,                   0
               404.5,   132.1051123647727,   22.05912912014932,   435534.1430321783,   92.95576903599317,   10.26574816060322,   4944.692965553018,  -4372322.096960951,   4560189.025194003,   2544209.697354246,     -4090.884573539,  -2776.087099909515,   89.39990652180559,  0.1234593157894206,0.002200576660117867,                   0,   16.38565142385795,                   0,                3961,-0.01481499974124745,                   0
               404.6,   132.1091149609247,   22.05893627965145,   435614.1572588189,   92.95757440033726,   10.25947933412551,   4944.553671800501,  -4372731.157800679,   4559911.387681176,   2544218.621320672,  -4090.332215778303,  -2776.663147404799,   89.07942369621384,  0.1172680042977777,-0.0007587566477917414,                   0,   16.38509417457484,                   0,                3961,-0.01481499974124745,                   0
