sys.exec.out.time {s},rkt.dynamics.lonx {degree},rkt.dynamics.latx {degree},rkt.dynamics.alt {m},rkt.dynamics._dvbi {m/s},rkt.dynamics._SBII[0] {m},rkt.dynamics._SBII[1] {m},rkt.dynamics._SBII[2] {m},rkt.dynamics._VBII[0] {m/s},rkt.dynamics._VBII[1] {m/s},rkt.dynamics._VBII[2] {m/s},rkt.dynamics.thtbdx {degree}
                 1.2,    120.893505178047,   22.13878920460718,    8.96960995811969,   431.0733342152253,    5145818.47913844,  -2915185.777776222,   2380028.794419252,   218.2743999429526,   371.7191565056186,   2.318294141542638,   89.99527090284086
                 1.3,   120.8935051774549,   22.13878920440193,   9.707725054584444,   431.0838619996721,   5145840.331335834,  -2915148.619890638,   2380029.037840758,    218.774684814427,   371.4356174455028,     2.5525386928651,    89.9949168052911
                 1.4,   120.8935051761976,   22.13878920418476,    10.5082763787359,   431.0953056133235,   5145862.233604375,  -2915111.490382873,   2380029.304706415,   219.2758291676303,   371.1515928466083,   2.787183545898608,   89.99456703617071
                 1.5,   120.8935051751809,   22.13878920395547,   11.37137050554156,    431.107668070895,   5145884.186029946,  -2915074.389301735,   2380029.595056226,   219.7778334179977,   370.8670806963464,   3.022228215317686,   89.99421649282696
                 1.6,   120.8935051734711,   22.13878920371373,   12.29711411707103,   431.1209524318598,   5145906.188698485,  -2915037.316696153,   2380029.908930211,   220.2806978017128,   370.5820791267177,   3.257672768030833,   89.99386232059861
                 1.7,   120.8935051719699,   22.13878920345905,    13.2856139941141,   431.1351621318652,   5145928.241695981,  -2915000.272615161,   2380030.246368421,   220.7844225808479,   370.2965866790537,   3.493517704736127,   89.99350367419171
                 1.8,   120.8935051697469,   22.13878920319116,   14.33697703760117,   431.1503011009804,   5145950.345108497,  -2914963.257107875,   2380030.607410966,    221.289008183007,   370.0106023607576,   3.729763729308136,   89.99314109336885
                 1.9,    120.893505167703,    22.1387892029099,   15.45131024625152,   431.1663737241585,   5145972.499022151,   -2914926.27022348,   2380030.992098013,   221.7944552467881,   369.7241255740844,   3.966411564621573,   89.99277581861722
                   2,   120.8935051649045,   22.13878920261536,   16.62872072681785,   431.1833847236739,   5145994.703523159,  -2914889.312011186,   2380031.400469786,   222.3007645987311,   369.4371559941258,   4.203461853671026,   89.99240925555893
                 2.1,   120.8935051622524,   22.13878920230759,   17.86931569408625,   431.2013390255444,   5146016.958697818,  -2914852.382520248,   2380031.832566554,   222.8079371956939,   369.1496934480278,   4.440915136475757,   89.99204263027701
                 2.2,   120.8935051588165,   22.13878920198677,   19.17320246715099,   431.2202416462683,   5146039.264632523,  -2914815.481799943,   2380032.288428629,   223.3159740629779,   368.8617378199878,   4.678771867490726,   89.99167683483121
                 2.3,   120.8935051554976,   22.13878920165312,   20.54048846382648,   431.2400976145576,   5146061.621413758,  -2914778.609899571,   2380032.768096374,    223.824876244796,   368.5732889894895,   4.917032447035013,   89.99131240986132
                 2.4,   120.8935051513642,   22.13878920130687,   21.97128121182323,   431.2609119283041,   5146084.029128113,   -2914741.76686845,   2380033.271610188,   224.3346447722553,   368.2843468001081,   5.155697252184895,   89.99094960153884
                 2.5,   120.8935051473185,   22.13878920094824,   23.46568833850324,   431.2826895394035,    5146106.48786227,  -2914704.952755926,    2380033.79901051,   224.8452806493864,    367.994911050104,   5.394766655390966,   89.99058845277511
                 2.6,   120.8935051424295,   22.13878920057745,   25.02381758391857,   431.3054353566525,   5146128.997703021,  -2914668.167611366,   2380034.350337816,   225.3567848510087,   367.7049814970783,   5.634241035047776,   89.99022889320744
                 2.7,   120.8935051371405,    22.1387892001947,   26.64577678497881,   431.3291542576882,   5146151.558737238,  -2914631.411484171,   2380034.925632623,   225.8691583295696,   367.4145578679341,   5.874120772918735,   89.98987080706706
                 2.8,   120.8935051318986,   22.13878919980019,   28.33167388476431,   431.3538511032826,   5146174.171051894,  -2914594.684423768,   2380035.524935483,   226.3824020206457,   367.1236398723146,   6.114406258884332,   89.98951408118553
                 2.9,   120.8935051257706,   22.13878919939419,   30.08161692414433,   431.3795307499113,   5146196.834734052,  -2914557.986479608,   2380036.148286995,   226.8965168513307,   366.8322272124115,   6.355097885101801,   89.98915862842047
                   3,   120.8935051196598,    22.1387891989769,   31.89571405481547,   431.4061980587803,   5146219.549870874,  -2914521.317701177,    2380036.79572779,   227.4115037460225,   366.5403195901854,    6.59619604235237,   89.98880439320452
                 3.1,   120.8935051126386,   22.13878919854855,   33.77407353464514,    431.433857901077,   5146242.316549616,  -2914484.678137983,   2380037.467298542,   227.9273636293288,   366.2479167118767,   6.837701119573051,   89.98845135069664
                 3.2,   120.8935051056079,   22.13878919810937,   35.71680370625108,   431.4625151600924,   5146265.134857615,  -2914448.067839566,   2380038.163039959,   228.4440974267291,   365.9550182901944,   7.079613505238812,   89.98809949691579
                 3.3,    120.893505097638,   22.13878919765964,   37.72401303146034,   431.4921747312109,    5146288.00488231,  -2914411.486855495,   2380038.882992797,    228.961706065441,   365.6616240439341,   7.321933585130076,   89.98774884058494
                 3.4,   120.8935050896343,   22.13878919719956,   39.79581006150693,   431.5228415207456,   5146310.926711229,  -2914374.935235367,   2380039.627197838,   229.4801904736149,   365.3677336972161,   7.564661743402645,   89.98739939650618
                 3.5,   120.8935050806666,   22.13878919672934,    41.9323034696281,   431.5545204443659,   5146333.900432008,  -2914338.413028805,   2380040.395695911,   229.9995515797772,   365.0733469781137,   7.807798362268277,    89.9870511792066
                 3.6,   120.8935050716392,   22.13878919624927,   44.13360199891031,    431.587216425609,   5146356.926132348,  -2914301.920285457,    2380041.18852788,   230.5197903126425,   364.7784636171687,   8.051343820676447,    89.9867042006304
                 3.7,   120.8935050616238,   22.13878919575955,   46.39981452561915,   431.6209343947177,   5146380.003900069,  -2914265.457055002,   2380042.005734648,   231.0409075991731,   364.4830833472773,   8.295298498622179,   89.98635846938379
                 3.8,   120.8935050515225,   22.13878919526046,   48.73105000052601,    431.655679287864,   5146403.133823057,  -2914229.023387143,   2380042.847357155,   231.5629043647149,   364.1872059028419,   8.539662775908944,   89.98601399032287
                 3.9,   120.8935050404085,   22.13878919475221,   51.12741749919951,    431.691456046718,   5146426.315989322,  -2914192.619331609,    2380043.71343638,   232.0857815332658,   363.8908310192396,   8.784437031243277,   89.98567076592597
                   4,    120.893505029189,   22.13878919423504,   53.58902617823333,   431.7282696182601,   5146449.550486941,  -2914156.244938158,   2380044.604013339,   232.6095400270374,   363.5939584329807,   9.029621643410108,   89.98532879657478
                 4.1,   120.8935050169308,    22.1387891937092,   56.11598530784249,   431.7661249547386,   5146472.837404095,  -2914119.900256577,   2380045.519129088,   233.1341807678032,    363.296587881013,    9.27521698774347,   89.98498808222689
                 4.2,   120.8935050045418,   22.13878919317495,   58.70840425416827,   431.8050270136902,   5146496.176829053,  -2914083.585336671,    2380046.45882472,   233.6597046758902,   362.9987191014397,    9.52122343943088,   89.98464862163199
                 4.3,   120.8935049910958,    22.1387891926325,   61.36639247927815,    431.844980757961,    5146519.56885018,  -2914047.300228277,    2380047.42314136,   234.1861126703211,   362.7003518335864,   9.767641373434317,   89.98431041457597
                 4.4,    120.893504977496,   22.13878919208208,   64.09005955606699,   431.8859911557015,   5146543.013555927,  -2914011.044981259,   2380048.412120177,   234.7134056691401,    362.401485817931,   10.01447116388326,   89.98397346056568
                 4.5,   120.8935049628156,   22.13878919152392,   66.87951515056193,   431.9280631803236,   5146566.511034846,  -2913974.819645504,   2380049.425802377,   235.2415845892321,   362.1021207962799,   10.26171318489835,    89.9836377592806
                 4.6,   120.8935049479609,   22.13878919095828,    69.7348690200597,   431.9712018104242,   5146590.061375567,  -2913938.624270925,   2380050.464229198,   235.7706503464449,   361.8022565117323,   10.50936781045328,   89.98330331048975
