sys.exec.out.time {s},rkt.dynamics.lonx {degree},rkt.dynamics.latx {degree},rkt.dynamics.alt {m},rkt.dynamics._dvbi {m/s},rkt.dynamics._SBII[0] {m},rkt.dynamics._SBII[1] {m},rkt.dynamics._SBII[2] {m},rkt.dynamics._VBII[0] {m/s},rkt.dynamics._VBII[1] {m/s},rkt.dynamics._VBII[2] {m/s},rkt.dynamics.thtbdx {degree}
                45.1,   120.8972043819341,   22.13878502927719,   7942.389909195714,   591.8502739916047,   5161720.680256922,  -2901981.450478182,   2382992.324583116,   530.6380936819255,   219.4277884645053,    143.392489367909,   87.29196682388623
                45.2,   120.8972235423706,   22.13878500105618,   7980.720865951851,   592.4512997869014,   5161773.780019295,  -2901959.525080306,   2383006.680040121,   531.3645389494014,   219.0773365342187,   143.7198315590149,   87.29335366026163
                45.3,   120.8972427467944,   22.13878497270064,   8019.138977985829,   593.0519690584912,   5161826.952369489,  -2901937.634711063,    2383021.06820807,   532.0898357711906,   218.7272079997774,   144.0467047653753,   87.29472224465464
                45.4,   120.8972619940112,   22.13878494421057,   8057.644121058285,   593.6522973591681,   5161880.197193871,   -2901915.77933735,   2383035.489040336,   532.8140030982165,   218.3774072394181,   144.3731147743968,   87.29605444871203
                45.5,   120.8972812846732,   22.13878491558598,   8096.236172470264,   594.2523026331548,   5161933.514380771,   -2901893.95892552,   2383049.942490873,   533.5370614430918,    218.027941198295,   144.6990674064971,   87.29733292232876
                45.6,    120.897300617615,   22.13878488682688,   8134.915011108853,   594.8520050253284,   5161986.903820629,   -2901872.17344114,    2383064.42851423,   534.2590327652032,   217.6788191750271,   145.0245685186088,   87.29854129207473
                45.7,   120.8973199935273,   22.13878485793318,   8173.680517423898,   595.4514266697998,   5162040.365406129,  -2901850.422848784,   2383078.947065528,   534.9799403425548,   217.3300525820825,   145.3496240065512,   87.29966434423729
                45.8,   120.8973394112835,   22.13878482890478,   8212.532573471777,    596.050591460982,   5162093.899032321,   -2901828.70711183,    2383093.49810049,   535.6998086313782,   216.9816546839752,   145.6742398088811,   87.30068819031916
                45.9,    120.897358871616,   22.13878479974158,   8251.471062896773,    596.649524810253,   5162147.504596724,  -2901807.026192296,   2383108.081575435,   536.4186631158291,   216.6336403167898,   145.9984219107286,   87.30160041304694
                  46,   120.8973783734507,   22.13878477044343,   8290.495870969258,    597.248253391708,   5162201.181999425,  -2901785.380050699,   2383122.697447285,   537.1365301502306,   216.2860255927503,   146.3221763469517,   87.30239019126091
                46.1,   120.8973979175703,   22.13878474101013,   8329.606884600595,   597.8468048803308,   5162254.931143166,  -2901763.768645946,   2383137.345673566,    537.853436795254,   215.9388275943251,   146.6455092061884,   87.30304840232708
                46.2,   120.8974175029512,   22.13878471144142,   8368.803992345929,   598.4452076861678,   5162308.751933389,  -2901742.191935266,    2383152.02621242,   538.5694106507234,    215.592064061703,   146.9684266347284,   87.30356770109238
                46.3,   120.8974371304329,   22.13878468173703,   8408.087084424682,     599.04349068797,   5162362.644278281,  -2901720.649874141,   2383166.739022607,   539.2844796869518,   215.2457530779872,   147.2909348408513,   87.30394257467171
                46.4,   120.8974567990498,    22.1387846518966,   8447.456052739173,   599.6416829697711,   5162416.608088812,  -2901699.142416305,   2383181.484063507,   539.9986720772401,   214.8999127559456,   147.6130400985076,   87.30416937275555
                46.5,    120.897476509694,   22.13878462191981,   8486.910790895112,    600.239813563635,   5162470.643278742,  -2901677.669513748,   2383196.261295143,   540.7120160333114,   214.5545609305445,   147.9347487509294,   87.30424631340482
                46.6,   120.8974962614549,   22.13878459180624,   8526.451194217429,    600.837911201976,   5162524.749764618,  -2901656.231116761,   2383211.070678172,    541.424539645747,   214.2097148611452,   148.2560672149758,   87.30417346472491
                46.7,   120.8975160552814,   22.13878456155543,   8566.077159773558,   601.4360040822011,   5162578.927465758,   -2901634.82717401,   2383225.912173897,   542.1362707319521,   213.8653909466811,   148.5770019836185,    87.3039527030237
                46.8,    120.897535890329,   22.13878453116688,   8605.788632027805,   602.0353005271475,   5162633.176341846,  -2901613.457652003,    2383240.78576141,   542.8486519014234,   213.5208884798311,   148.8982014411305,   87.30359626492654
                46.9,   120.8975557677188,   22.13878450063992,   8645.585883178748,   602.6381300406949,   5162687.496623889,  -2901592.122654472,   2383255.691542845,   543.5644681640853,   213.1748106982509,   149.2209261873333,   87.30317466870439
                  47,   120.8975756867841,   22.13878446997394,   8685.469328681007,   603.2445565586991,   5162741.888661203,  -2901570.822345647,    2383270.62967413,   544.2837952715976,   212.8270987434984,   149.5452147775795,   87.30276189954017
                47.1,   120.8975956482252,   22.13878443916837,   8725.439386058599,   603.8545785291027,   5162796.352804203,  -2901549.556891708,   2383285.600311974,   545.0066333929753,   212.4777235084082,   149.8710731959295,   87.30239988262524
                47.2,    120.897615652725,   22.13878440822267,   8765.496474371292,   604.4681969401541,   5162850.889403755,  -2901528.326460925,   2383300.603613666,   545.7329843172291,   212.1266586473547,   150.1985074206819,   87.30210776936285
                47.3,   120.8976356995786,    22.1387843771364,    8805.64101421833,   605.0854159499405,   5162905.498811202,  -2901507.131223636,   2383315.639737091,   546.4628518582722,   211.7738813698674,   150.5275234094348,   87.30189266490024
                47.4,   120.8976557898986,   22.13878434590914,   8845.873427767307,   605.7062418754331,    5162960.18137843,  -2901485.971352164,   2383330.708840717,   547.1962412123606,   211.4193712285357,   150.8581271236498,   87.30175628753581
                47.5,   120.8976759229481,   22.13878431454053,   8886.194138752297,   606.3306823100376,   5163014.937457916,  -2901464.847020735,   2383345.811083614,   547.9331583960526,     211.06310905343,    151.190324549496,   87.30169814854825
                47.6,   120.8976960998163,   22.13878428303017,   8926.603572495282,   606.9587456593724,    5163069.76740279,  -2901443.758405426,   2383360.946625445,   548.6736099503141,   210.7050763907838,   151.5241217088663,   87.30171677858419
                47.7,   120.8977163197433,   22.13878425137777,   8967.102155924775,   607.5904409798119,   5163124.671566868,  -2901422.705684112,   2383376.115626484,   549.4176028379374,   210.3452553087217,   151.8595246633066,   87.30181009121171
                47.8,   120.8977365837921,   22.13878421958305,   9007.690317553468,   608.2257779718391,   5163179.650304675,  -2901401.689036419,   2383391.318247607,   550.1651444402422,   209.9836283915888,   152.1965395138778,   87.30197544762291
                47.9,   120.8977568911823,    22.1387841876457,   9048.368487553671,   608.8647670337858,   5163234.703971536,  -2901380.708643668,   2383406.554650308,    550.916242592707,   209.6201788084102,   152.5351723995812,   87.30220965521521
                  48,   120.8977772429536,   22.13878415556552,   9089.137097697705,   609.5074193301098,   5163289.832923554,  -2901359.764688818,   2383421.824996693,   551.6709056295658,   209.2548903999117,    152.875429497437,   87.30250897380935
                48.1,   120.8977976383072,   22.13878412334222,    9129.99658141192,   610.1537468560221,   5163345.037517728,  -2901338.857356377,   2383437.129449485,   552.4291424272675,   208.8877477611768,   153.2173170199097,   87.30286914218556
                48.2,   120.8978180782695,   22.13878409097553,   9170.947373778559,   610.8037624932722,   5163400.318111972,  -2901317.986832356,    2383452.46817203,   553.1909624418837,   208.5187363141177,   153.5608412145608,   87.30328542037495
                48.3,    120.897838562022,    22.1387840584652,   9211.989911562763,   611.4574800561051,   5163455.675065194,  -2901297.153304153,   2383467.841328304,   553.9563757407902,   208.1478423681343,   153.9060083628342,   87.30375264138023
                48.4,   120.8978590905758,   22.13878402581099,   9253.124633170664,    612.114914327868,   5163511.108737324,  -2901276.356960487,   2383483.249082907,   554.7253930280995,   207.7750531697634,   154.2528247804094,   87.30426526808094
                48.5,    120.897879663106,   22.13878399301266,   9294.351978723891,   612.7760810885967,   5163566.619489416,  -2901255.597991291,    2383498.69160108,   555.4980256648847,   207.4003569412717,     154.60129681651,   87.30481745285425
                48.6,   120.8979002806121,   22.13878396006994,   9335.672390035354,   613.4409971339551,     5163622.2076837,  -2901234.876587614,   2383514.169048697,    556.274285683962,   207.0237429087413,   154.9514308535234,   87.30540309867204
                48.7,   120.8979209422599,   22.13878392698257,    9377.08631059248,   614.1096802856439,   5163677.873683618,  -2901214.192941534,   2383529.681592265,   557.0541857994951,   206.6452013196712,   155.3032333061671,   87.30601592087909
                48.8,   120.8979416490485,   22.13878389375025,   9418.594185638241,   614.7821493934974,   5163733.617853955,   -2901193.54724604,   2383545.229398943,   557.8377394105513,   206.2647234507967,   155.6567106230271,   87.30664950908383
                48.9,   120.8979624001404,   22.13878386037268,   9460.196462131105,   615.4584243294407,   5163789.440560856,   -2901172.93969495,   2383560.812636531,   558.6249605998571,    205.882301605644,   156.0118692870792,    87.3072973886291
                  49,   120.8979831965333,   22.13878382684956,   9501.893588749692,   616.1385259735684,   5163845.342171899,  -2901152.370482793,   2383576.431473486,   559.4158641278578,   205.4979291020728,   156.3687158152913,   87.30795308114713
                49.1,   120.8980040373938,   22.13878379318053,   9543.686015935615,   616.8224761926588,   5163901.323056183,  -2901131.839804725,   2383592.086078908,   560.2104654215269,   205.1116002505522,   156.7272567593045,   87.30861016371803
                49.2,   120.8980249237226,   22.13878375936523,    9585.57419587858,   617.5102978114455,   5163957.383584375,  -2901111.347856425,   2383607.776622564,   561.0087805583612,   204.7233103233979,   157.0874987063909,   87.30926232616881
                49.3,   120.8980458546917,   22.13878372540331,   9627.558582545258,   618.2020145771606,   5164013.524128782,  -2901090.894834002,   2383623.503274878,   561.8108262457051,   204.3330555155283,   157.4494482812376,   87.30990342604196
                49.4,   120.8980668313172,   22.13878369129428,   9669.639631665312,   618.8976511177199,   5164069.745063403,  -2901070.480933911,   2383639.266206934,   562.6166197963506,   203.9408328968582,   157.8131121462833,   87.31052754084403
                49.5,   120.8980878527771,   22.13878365703779,   9711.817800763994,   619.5972328941158,   5164126.046763994,  -2901050.106352863,   2383655.065590492,    563.426179100157,   203.5466403572242,   158.1784970023732,   87.31112901721728
                49.6,   120.8981089200989,   22.13878362263333,   9754.093549165875,    620.300786147541,   5164182.429608129,  -2901029.771287758,    2383670.90159798,    564.239522591451,   203.1504765448088,   158.5456095912024,   87.31170251664659
                49.7,   120.8981300324803,   22.13878358808044,   9796.467338006012,   621.0083378418798,   5164238.893975232,  -2901009.475935603,   2383686.774402505,    565.056669213996,   202.7523407979119,     158.91445669569,   87.31224305743204
                49.8,   120.8981511909616,   22.13878355337858,   9838.939630235545,   621.7199156020689,   5164295.440246645,  -2900989.220493458,    2383702.68417785,   565.8776383825859,    202.352233071527,    159.285045141587,   87.31274605265175
                49.9,    120.898172394759,   22.13878351852719,   9881.510890654288,   622.4355476491022,   5164352.068805677,  -2900969.005158364,   2383718.631098486,   566.7024499423865,   201.9501538590517,   159.6573817987756,   87.31320734389938
                  50,    120.898193644933,   22.13878348352569,   9924.181585897692,   623.1552627320907,   5164408.780037623,   -2900948.83012731,   2383734.615339576,   567.5311241257316,    201.546104110258,   160.0314735833596,   87.31362323060951
                50.1,   120.8982149407165,   22.13878344837347,   9966.952184459195,   623.8790900583136,   5164465.574329807,  -2900928.695597189,   2383750.637076972,    568.363681507841,   201.1400851457494,   160.4073274585785,   87.31399049482654
                50.2,   120.8982362831942,    22.1387834130699,   10009.82315671258,   624.6070592216778,    5164522.45207163,  -2900908.601764757,   2383766.696487229,   569.2001429609463,   200.7320985691547,   160.7849504363327,    87.3143064213389
                50.3,   120.8982576716234,   22.13878337761433,   10052.79497491196,   625.3392001303573,   5164579.413654578,  -2900888.548826622,    2383782.79374761,   570.0405296076462,   200.3221461776723,   161.1643495785608,   87.31456881307301
                50.4,   120.8982791071055,     22.138783342006,   10095.86811320484,    626.075542934202,   5164636.459472246,  -2900868.536979218,   2383798.929036073,    570.884862773403,   199.9102298720057,   161.5455319997134,   87.31477600179628
                50.5,   120.8983005889214,   22.13878330624426,   10139.04304765165,   626.8161179525448,   5164693.589920362,  -2900848.566418803,   2383815.102531303,   571.7331639395989,   199.4963515658885,   161.9285048674687,   87.31492685407511
                50.6,   120.8983221181995,   22.13878327032835,   10182.32025625091,   627.5609556030755,    5164750.80539681,  -2900828.637341467,   2383831.314412707,   572.5854546967171,   199.0805130964506,   162.3132754042411,   87.31502077259768
                50.7,   120.8983436942403,   22.13878323425747,   10225.70021893829,   628.3100863323031,   5164808.106301623,  -2900808.749943139,   2383847.564860409,   573.4417566981106,   198.6627161361195,   162.6998508890244,   87.31505769291613
                50.8,   120.8983653177364,    22.1387831980308,   10269.18341759685,   629.0635405481761,   5164865.493036989,  -2900788.904419614,   2383863.854055263,    574.302091615085,    198.242962106555,   163.0882386585993,   87.31503807576834
                50.9,   120.8983869893889,   22.13878316164753,   10312.77033608593,   629.8213485554172,   5164922.966007251,   -2900769.10096657,   2383880.182178867,   575.1664810934743,   197.8212520954182,   163.4784461087008,   87.31496289508655
                  51,   120.8984087085322,   22.13878312510682,   10356.46146025322,   630.5835404940683,   5164980.525618915,  -2900749.339779613,   2383896.549413557,   576.0349467120051,   197.3975867766385,   163.8704806952467,   87.31483362193993
                51.1,   120.8984304763494,   22.13878308840779,   10400.25727795064,   631.3501462817097,   5165038.172280626,  -2900729.621054323,   2383912.955942422,   576.9075099425454,   196.9719663349136,   164.2643499362716,   87.31465220456235
                51.2,   120.8984522921962,   22.13878305154953,   10444.15827904921,   632.1211955597233,   5165095.906403167,  -2900709.944986302,   2383929.401949302,   577.7841921131877,   196.5443903946292,   164.6600614125009,    87.3144210447313
                51.3,   120.8984741572731,   22.13878301453114,   10488.16495544836,   632.8967176440862,   5165153.728399432,  -2900690.311771233,   2383945.887618801,   578.6650143739919,   196.1148579539889,     165.05762276821,    87.3141429707637
                51.4,   120.8984960709513,   22.13878297735168,   10532.27780110855,   633.6767414808971,   5165211.638684429,  -2900670.721604942,   2383962.413136292,   579.5499976654058,   195.6833673249245,   165.4570417125077,   87.31382120738283
                51.5,   120.8985180344516,   22.13878294001024,   10576.49731204379,   634.4612956070659,   5165269.637675212,  -2900651.174683477,   2383978.978687919,   580.4391626899537,   195.2499160790074,   165.8583260205007,   87.31345934279479
                51.6,   120.8985400471603,   22.13878290250585,   10620.82398636919,   635.2504081162607,   5165327.725790913,  -2900631.671203178,   2383995.584460612,   581.3325298874119,   194.8145009996907,   166.2614835336757,   87.31306129321283
                51.7,   120.8985621103075,   22.13878286483751,   10665.25832362846,   636.0440677669604,   5165385.903452151,  -2900612.211360455,   2384012.230641834,   582.2300753470649,   194.3771399323682,   166.6665022570685,   87.31263055604271
                51.8,   120.8985842232915,   22.13878282700427,   10709.80079670716,   636.8419170403625,   5165444.171058163,  -2900592.795339299,   2384028.917409036,   583.1313820505097,   193.9380496891248,   167.0731918959027,   87.31214157807105
                51.9,   120.8986063873576,     22.138782789005,   10754.45184101816,    637.643897326207,   5165502.528978435,  -2900573.423305782,   2384045.644925588,   584.0363666913355,   193.4973037183197,   167.4815083317521,    87.3115394118424
                  52,   120.8986286019385,    22.1387827508386,   10799.21189094055,   638.4500569675898,   5165560.977582975,   -2900554.09542308,   2384062.413354467,   584.9450637300866,   193.0549299828775,   167.8914579989997,   87.31079163281254
                52.1,   120.8986508683385,    22.1387827125038,   10844.08138265833,   639.2604424080283,   5165619.517244857,  -2900534.811852349,   2384079.222859309,   585.8575064403373,    192.610954010654,   168.3030474184113,   87.30988805761761
                52.2,   120.8986731860518,   22.13878267399926,   10889.06075416319,   640.0750961206732,   5165678.148340134,   -2900515.57275285,   2384096.073604417,   586.7737255057564,   192.1653961985963,    168.716283250375,   87.30883162245806
                52.3,   120.8986955564385,   22.13878263532359,   10934.15044527501,   640.8940570916549,   5165736.871247709,  -2900496.378282249,    2384112.96575478,   587.6937493342463,   191.7182723990049,   169.1311722811571,   87.30763176651517
                52.4,   120.8987179790466,   22.13878259647531,   10979.35089767724,   641.7173615374343,   5165795.686349195,  -2900477.228596905,   2384129.899476068,   588.6176045314517,   191.2695948158241,   169.5477214037752,   87.30630098783618
                52.5,   120.8987404552766,   22.13878255745283,   11024.66255493369,   642.5450481004007,   5165854.594028778,  -2900458.123852176,   2384146.874934649,   589.5453215235002,   190.8193699439108,   169.9659400065432,   87.30485335242679
                52.6,   120.8987629847294,    22.1387825182546,   11070.08587975428,   643.3774835152568,   5165913.594687767,  -2900439.064209154,   2384163.892304079,   590.4772982223523,   190.3674254197394,   170.3860027042004,   87.30328917653942
                52.7,   120.8987855689012,   22.13878247887881,   11115.62138356268,   644.2149073158182,   5165972.688769884,  -2900420.049845631,   2384180.951776179,   591.4137854618781,    189.913672501263,   170.8080155339992,   87.30157522243942
                52.8,   120.8988082074863,   22.13878243932354,   11161.26958660781,   645.0573606763002,   5166031.876727734,  -2900401.080940307,   2384198.053546065,   592.3548086811056,   189.4581427835518,   171.2319810317351,   87.29969279915566
                52.9,   120.8988309020436,   22.13878239958686,   11207.03100991249,   645.9048821534728,   5166091.159016072,  -2900382.157669505,   2384215.197809143,   593.3003916532587,   189.0008645298184,   171.6579018302472,   87.29764503333169
                  53,   120.8988536523255,   22.13878235966667,   11252.90617526881,   646.7575046873593,   5166150.536091624,   -2900363.28020751,   2384232.384761089,   594.2505544349711,   188.5418587241315,   172.0857807373945,   87.29544876777258
                53.1,   120.8988764599355,   22.13878231956088,   11298.89560527913,   647.6152558111311,   5166210.008412831,   -2900344.44872708,   2384249.614597882,   595.2053134894514,   188.0811392898707,   172.5156207323406,   87.29312776870039
                53.2,   120.8988993246626,   22.13878227926732,   11344.99982338399,   648.4781583838982,   5166269.576439578,  -2900325.663399988,   2384266.887515803,   596.1646821671783,   187.6187139970714,   172.9474249463247,   87.29070885864162
                53.3,   120.8989222481398,   22.13878223878378,    11391.2193538798,   649.3462311335138,   5166329.240632923,  -2900306.924397546,   2384284.203711456,   597.1286710592668,   187.1545851294461,    173.381196648649,   87.28822006700874
                53.4,   120.8989452301626,   22.13878219810801,   11437.55472197011,   650.2194889713193,   5166389.001454861,  -2900288.231891108,   2384301.563381775,   598.0972881963021,    186.688749858476,   173.8169392396283,   87.28568978455006
                53.5,   120.8989682723663,   22.13878215723782,   11484.00645376649,   651.0979431857694,   5166448.859368057,  -2900269.586052539,   2384318.966724046,    599.070539164779,   186.2212004616256,   174.2546562482372,   87.28314631146571
                53.6,   120.8989913745454,   22.13878211617099,   11530.57507633232,   651.9816016036284,   5166508.814835625,  -2900250.987054712,   2384336.413935907,   600.0484272026071,   185.7519244995838,    174.694351328287,   87.28061752263226
                53.7,   120.8990145383126,   22.13878207490535,   11577.26111772191,   652.8704687658806,   5166568.868320913,  -2900232.435071941,   2384353.905215378,   601.0309533046851,   185.2809050149634,   175.1360282554054,   87.27813055476268
                53.8,   120.8990377634341,   22.13878203343878,   11624.06510697957,   653.7645461361579,   5166629.020287274,  -2900213.930280416,   2384371.440760851,   602.0181163512293,   184.8081207761337,    175.579690923319,   87.27571149665673
                53.9,   120.8990610514888,   22.13878199176915,    11670.9875741899,   654.6638323445947,   5166689.271197865,  -2900195.472858607,   2384389.020771115,   603.0099132614124,   184.3335465705659,     176.02534333809,   87.27338508797983
                  54,   120.8990844021969,   22.13878194989448,   11718.02905049734,    655.568323464154,   5166749.621515487,  -2900177.062987635,   2384406.645445371,   604.0063391702785,    183.857153544372,   176.4729896111056,   87.27117443591433
                54.1,   120.8991078170863,   22.13878190781276,   11765.19006811269,   656.4780133144568,   5166810.071702382,  -2900158.700851621,   2384424.314983223,    605.007387625711,   183.3789095820143,   176.9226339508889,   87.26910075717058
                54.2,   120.8991312958192,   22.13878186552207,   11812.47116036434,   657.3928937877749,   5166870.622220133,  -2900140.386637964,   2384442.029584703,   606.0130508014706,   182.8987797197819,   177.3742806552677,    87.2671831503806
                54.3,   120.8991548398543,   22.13878182302055,   11859.87286170572,   658.3129551918969,   5166931.273529511,  -2900122.120537618,   2384459.789450276,   607.0233197233339,   182.4167265859727,   177.8279341026323,    87.2654384022061
                54.4,    120.899178448786,    22.1387817803065,   11907.39570771437,   659.2381866045945,   5166992.026090378,  -2900103.902745292,   2384477.594780848,    608.038184505357,     181.93271086071,     178.28359874093,   87.26388082932327
                54.5,   120.8992021235423,   22.13878173737825,   11955.04023513757,   660.1685762345996,   5167052.880361614,  -2900085.733459621,   2384495.445777772,   609.0576345915365,   181.4466917493685,   178.7412790784226,   87.26252215763833
                54.6,   120.8992258650129,   22.13878169423419,   12002.80698188767,     661.10411178398,   5167113.836801066,  -2900067.612883295,   2384513.342642847,   610.0816590006366,   180.9586274621871,   179.2009796728732,    87.2613714395892
                54.7,   120.8992496726726,   22.13878165087285,   12050.69648705423,   662.0447808070986,    5167174.89586551,  -2900049.541223121,    2384531.28557833,   611.1102465704582,   180.4684756936258,   179.6627051208241,   87.26043500961045
                54.8,    120.899273547789,   22.13878160729277,     12098.709290931,   662.9905710612957,   5167236.058010663,  -2900031.518690059,   2384549.274786938,   612.1433861982923,    179.976194095026,   180.1264600466596,   87.25971647745206
                54.9,   120.8992974897564,   22.13878156349268,   12146.84593499545,   663.9414708450229,   5167297.323691175,  -2900013.545499204,   2384567.310471851,    613.181067074325,    179.481740734417,   180.5922490927781,   87.25921675842302
                  55,   120.8993214997633,   22.13878151947131,   12195.10696192365,   664.8974693191237,   5167358.693360676,  -2899995.621869717,   2384585.392836708,   614.2232789054335,    178.985074537411,   181.0600769094902,   87.25893413911714
                55.1,   120.8993455771264,   22.13878147522749,   12243.49291561544,   665.8585568075683,   5167420.167471863,  -2899977.748024733,   2384603.522085613,   615.2700121267397,   178.4861557037162,   181.5299481450044,   87.25886437675595
                55.2,   120.8993697229587,   22.13878143076017,   12292.00434114039,   666.8247250741026,    5167481.74647653,  -2899959.924191209,   2384621.698423134,   616.3212580974434,   177.9849460948817,   182.0018674380546,   87.25900082967942
                55.3,   120.8993939365073,   22.13878138606833,   12340.64178480115,   667.7959675721546,   5167543.430825718,  -2899942.150599753,     2384639.9220543,   617.3770092809453,   177.4814095877288,   182.4758394081215,   87.25933461630393
                55.4,   120.8994182188192,   22.13878134115105,   12389.40579407476,   668.7722796651531,   5167605.220969797,  -2899924.427484396,   2384658.193184598,   618.4372594046113,   176.9755123912313,   182.9518686499279,   87.25985479931533
                55.5,   120.8994425690764,   22.13878129600736,   12438.29691765178,   669.7536588155991,   5167667.117358619,  -2899906.755082377,   2384676.512019969,   619.5020036001622,   176.4672233223714,   183.4299597262096,   87.26054859174333
                55.6,   120.8994669882695,   22.13878125063649,   12487.31570538692,   670.7401047412384,    5167729.12044164,   -2899889.13363385,   2384694.878766811,   620.5712385214813,   175.9565140396625,    183.910117163826,   87.26140158124382
                55.7,   120.8994914755335,   22.13878120503766,   12536.46270832513,   671.7316195374638,   5167791.230668076,   -2899871.56338162,   2384713.293631969,   621.6449624409472,   175.4433592315086,   184.3923454479092,   87.26239796879385
                55.8,   120.8995160318152,   22.13878115921013,   12585.73847868852,   672.7282077653731,   5167853.448487091,  -2899854.044570831,    2384731.75682274,    622.723175321546,   174.9277367596298,   184.8766490198688,   87.26352081779226
                55.9,   120.8995406562085,   22.13878111315321,   12635.14356985502,   673.7298765058428,   5167915.774347931,  -2899836.577448651,    2384750.26854686,   623.8058788664554,   174.4096277562972,    185.363032274877,   87.26475230969028
                  56,   120.8995653496327,   22.13878106686618,   12684.67853634618,   674.7366353797202,   5167978.208700111,  -2899819.162263945,    2384768.82901249,   624.8930765448159,   173.8890166764214,   185.8514995613633,   87.26607400220252
                56.1,   120.8995901111602,   22.13878102034839,   12734.34393384214,   675.7484965356961,   5168040.751993591,  -2899801.799266963,   2384787.438428238,   625.9847735957649,   173.3658913047524,   186.3420551797725,   87.26746708622295
                56.2,   120.8996149416921,    22.1387809735992,   12784.14031914901,   676.7654746067451,   5168103.404678944,  -2899784.488709006,   2384806.097003134,   627.0809770094564,   172.8402427209215,   186.8347033843857,   87.26891263785562
                56.3,   120.8996398402938,   22.13878092661799,   12834.06825019326,   677.7875866374541,   5168166.167207518,   -2899767.23084211,    2384824.80494663,   628.1816954881585,   172.3120652233998,   187.3294483841063,   87.27039186205599
                56.4,   120.8996648078616,   22.13878087940411,   12884.12828602828,   678.8148519840869,   5168229.040031611,  -2899750.025918739,   2384843.562468601,   629.2869393868978,    171.781356216117,   187.8262943461329,   87.27188632468204
                56.5,   120.8996898434665,   22.13878083195691,   12934.32098681293,    679.847292190105,   5168292.023604633,  -2899732.874191495,   2384862.369779337,   630.3967206373489,   171.2481160596854,   188.3252453971661,   87.27337817004667
                56.6,   120.8997149480202,   22.13878078427572,   12984.64691379946,   680.8849308397678,   5168355.118381239,  -2899715.775912812,   2384881.227089533,   631.5110526548933,   170.7123478917885,   188.8263056267766,   87.27485032149022
                56.7,   120.8997401206063,   22.13878073635988,   13035.10662934277,   681.9277933928536,   5168418.324817484,  -2899698.731334731,   2384900.134610299,   632.6299502308332,   170.1740574204765,   189.3294790930147,   87.27628666273964
                56.8,   120.8997653621574,   22.13878068820861,   13085.70069687814,   682.9759070034589,   5168481.643370952,  -2899681.740708624,   2384919.092553141,   633.7534294130639,   169.6332526937253,   189.8347698260901,   87.27767219827601
                56.9,   120.8997906717896,   22.13878063982123,   13136.42968093324,   684.0293003263208,   5168545.074500858,  -2899664.804285002,   2384938.101129979,   634.8815073766557,   169.0899438498562,   190.3421818329137,   87.27899319133881
                  57,   120.8998160504649,   22.13878059119703,    13187.2941471003,   685.0880033135383,   5168608.618668164,  -2899647.922313306,   2384957.160553134,   636.0142022866343,   168.5441428529871,   190.8517191009262,   87.28023727858664
                57.1,   120.8998414973332,   22.13878054233513,    13238.2946620686,   686.1520470052383,   5168672.276335683,   -2899631.09504175,   2384976.271035317,   637.1515331546605,   167.9958632181894,   191.3633856037244,   87.28139356090043
                57.2,   120.8998670133996,   22.13878049323467,   13289.43179359473,   687.2214633170732,    5168736.04796813,  -2899614.322717189,   2384995.432789638,   638.2935196922083,   167.4451197301908,   191.8771853064716,    87.2824526701085
                57.3,   120.8998925978554,    22.1387804438948,   13340.70611049607,   688.2962848277959,   5168799.934032186,  -2899597.605584979,    2385014.64602961,   639.4401821626162,   166.8919281597734,   192.3931221709853,   87.28340681184744
                57.4,   120.8999182517485,   22.13878039431458,   13392.11818268616,   689.3765445695556,   5168863.934996572,  -2899580.943888926,   2385033.910969143,   640.5915412341608,   166.3363049816177,   192.9112001594647,   87.28424978517515
                57.5,   120.8999439743174,   22.13878034449299,   13443.66858114582,   690.4622758238731,   5168928.051332056,  -2899564.337871214,   2385053.227822537,   641.7476178351848,   165.7782670978922,   193.4314232402995,   87.28497697982249
                57.6,   120.8999697666544,   22.13878029442902,    13495.3578779269,   691.5535119254188,   5168992.283511474,   -2899547.78777237,   2385072.596804499,   642.9084330139927,   165.2178315704428,   193.9537953921849,   87.28558535226084
                57.7,   120.8999956280461,   22.13878024412164,   13547.18664617464,   692.6502860761814,   5169056.632009753,  -2899531.293831268,   2385092.018130135,   644.0740078051864,   164.6550153647489,   194.4783206077605,   87.28607338204441
                57.8,   120.9000215596368,   22.13878019356966,   13599.15546012018,   693.7526311716832,   5169121.097303893,  -2899514.856285151,   2385111.492014947,   645.2443631028289,   164.0898351090198,   195.0050028987795,   87.28644101013914
                57.9,    120.900047560753,   22.13878014277198,   13651.26489507593,   694.8605796409811,   5169185.679872946,  -2899498.475369662,   2385131.018674846,   646.4195195431959,   163.5223068700064,   195.5338462989349,   87.28668956110486
                  58,   120.9000736325851,   22.13878009172733,   13703.51552746166,   695.9741633017902,   5169250.380197992,  -2899482.151318918,   2385150.598326143,   647.5994973972266,    162.952445948088,   196.0648548670102,   87.28682165109663
                58.1,   120.9000997745074,   22.13878004043441,   13755.90793480538,   697.0934132319376,   5169315.198762104,  -2899465.884365591,   2385170.231185558,   648.7843164739305,   162.3802666931531,   196.5980326897198,   87.28684108380241
                58.2,   120.9001259872895,   22.13877998889196,   13808.44269572012,   698.2183596575657,   5169380.136050271,  -2899449.674740999,   2385189.917470223,   649.9739960348442,   161.8057823427779,    197.133383884718,   87.28675273650515
